There are in total 1844 existing graphs.
9_401:                   1          1#          0*
9_438:                   0          1#          0*
9_461:                   4          2#          0*
9_462:                   2          0#          0*
9_472:                   0          1#          0*
9_497:                   1          0#          0*
9_499:                   1          0#          0*
9_506:                  25          0#          5*
9_532:                 169         24#          9*
9_567:                   9          0#          0*
9_657:                 117         25#          0*
9_702:                   1          0#          0*
9_717:                   1          0#          0*
9_723:                   2          1#          0*
9_744:                   2          1#          0*
9_801:                   1          0#          0*
9_895:                   8          0#          4*
9_905:                   0          1#          0*
9_935:                  10          8#          2*
9_1013:                  0          1#          0*
9_1032:                  0          1#          0*
9_1035:                  1          1#          0*
9_1056:                  8          0#          3*
9_1060:                  3          1#          0*
9_1061:                 87        121#          8*
9_1074:                  1          0#          0*
9_1078:                  0          1#          0*
9_1123:                  5          5#          0*
9_1141:                  3          1#          0*
9_1148:                  3          0#          4*
9_1195:                  0          5#          0*
9_1229:                  0          1#          0*
9_1243:                  8          0#          3*
9_1265:                  3          7#          4*
9_1275:                  1          0#          0*
9_1280:                  0          1#          0*
9_1284:                 11          0#          2*
9_1287:                  1          0#          0*
9_1309:                  2          1#          0*
9_1322:                  8          2#          0*
9_1350:                  1          0#          0*
9_1477:                 35          4#         16*
9_1482:                 64          8#         15*
9_1579:                  0          1#          0*
9_1605:                  4          0#          0*
9_1689:                 23          6#          8*
9_1784:                  1          0#          0*
9_1797:                  1          0#          0*
9_1800:                  0          1#          0*
9_1850:                  0          1#          0*
9_1909:                  1          0#          0*
9_1944:                  3          0#          0*
9_2085:                  1          0#          0*
9_2106:                  2          1#          0*
9_2174:                 52          7#         13*
9_2228:                  2          0#          0*
9_2330:                  1          0#          0*
9_2539:                  2          1#          0*
9_2701:                 58          8#         15*
9_2742:                  1          0#          0*
9_2807:                  1          0#          0*
9_2861:                  1          0#          0*
9_2978:                  3          0#          0*
9_3050:                  1          0#          0*
9_3051:                  8          2#          0*
9_3052:                  1         18#          7*
9_3099:                  1          0#          0*
9_3134:                 15          2#          1*
9_3244:                  1          0#          0*
9_3386:                  2          0#          0*
9_3437:                  3          1#          3*
9_3501:                  1          0#          0*
9_3631:                  1          2#          0*
9_3632:                  1          1#          0*
9_3691:                  0          2#          0*
9_3723:                  1          0#          0*
9_3761:                  1          0#          0*
9_3776:                  1          1#          0*
9_3784:                  1          0#          1*
9_3786:                  1          0#          0*
9_3800:                  0          1#          0*
9_3854:                136         22#          6*
9_3947:                  0          3#          0*
9_3949:                  0          4#          0*
9_3965:                 78         86#          2*
9_3990:                 24         15#          0*
9_4052:                 14          2#          5*
9_4062:                 19          9#          6*
9_4070:                  2          1#          0*
9_4093:                  0          2#          0*
9_4132:                  0          1#          0*
9_4146:                 10          7#          5*
9_4451:                  0          1#          0*
9_4495:                  2          0#          0*
9_4576:                  9          6#          0*
9_4652:                  0          2#          0*
9_4656:                110         16#         10*
9_4673:                  3          1#          2*
9_4700:                  0          1#          0*
9_4707:                  0          2#          0*
9_4730:                 25         13#         21*
9_4733:                  0          1#          0*
9_4742:                  2          5#          1*
9_4760:                  0          1#          0*
9_4798:                  1          0#          0*
9_4901:                  0          1#          0*
9_4924:                  1          0#          1*
9_4954:                  9         21#         17*
9_4967:                  5          4#          0*
9_5056:                140         25#          3*
9_5085:                  0          5#          0*
9_5146:                  0          4#          0*
9_5281:                  0          1#          0*
9_5289:                143         25#          6*
9_5301:                 27          7#         20*
9_5353:                  0          1#          0*
9_5354:                  8         11#          1*
9_5400:                  4          0#          0*
9_5525:                  3          1#          0*
9_5568:                 20          5#          4*
9_5618:                  1          1#          0*
9_5831:                  1          0#          0*
9_5874:                  6          3#          3*
9_5889:                  1          0#          0*
9_5922:                  0          1#          0*
9_5928:                  3          1#          3*
9_5955:                 11         20#         13*
9_6050:                 58         24#         14*
9_6080:                  2          0#          0*
9_6173:                  1          0#          0*
9_6189:                  1          2#          0*
9_6190:                  4          0#          0*
9_6192:                  0          1#          0*
9_6206:                133         28#          4*
9_6323:                  1          0#          0*
9_6326:                  2          3#          0*
9_6352:                 11          0#          2*
9_6496:                 10          0#          6*
9_6657:                  1          0#          0*
9_6680:                  2          0#          0*
9_6718:                 12          0#          2*
9_6775:                  1          2#          0*
9_6776:                  8          1#          0*
9_6801:                 77         35#         13*
9_6845:                131         21#          0*
9_6869:                 20          2#          5*
9_6946:                  0          1#          0*
9_7007:                  4          0#          0*
9_7076:                 16         13#          3*
9_7130:                  2          3#          0*
9_7133:                  3          2#          0*
9_7207:                  0          5#          0*
9_7237:                  0          3#          0*
9_7258:                  0          2#          0*
9_7270:                 27          7#         10*
9_7272:                  0          5#          0*
9_7300:                  0          1#          0*
9_7304:                  0          1#          0*
9_7345:                  9          3#          8*
9_7391:                  8          4#          2*
9_7513:                114         25#          3*
9_7715:                  2          2#          1*
9_7835:                 17          0#          0*
9_7879:                  0          1#          0*
9_7938:                  1          0#          0*
9_7947:                  2          1#          0*
9_7958:                  1          0#          0*
9_7959:                138         36#          1*
9_8002:                  0          0#          1*
9_8067:                  0          0#          1*
9_8086:                  1          0#          0*
9_8194:                 16          3#          1*
9_8224:                  1          1#          2*
9_8255:                  1          6#          2*
9_8258:                 24          9#          8*
9_8272:                  1          0#          0*
9_8338:                  0          2#          0*
9_8385:                  1          0#          0*
9_8441:                  1          1#          0*
9_8574:                138         22#          1*
9_8737:                  5          4#          0*
9_8802:                  1          0#          0*
9_8928:                  0          1#          0*
9_9313:                 25          5#          6*
9_9449:                  1          0#          0*
9_10010:                 1          0#          1*
9_10021:                11          1#          0*
9_10029:                10          0#          2*
9_10033:                 0          8#          0*
9_10050:                 4          0#          0*
9_10227:                 1          0#          0*
9_10468:                 2          0#          0*
9_10469:                21          4#          7*
9_10576:                 5          4#          0*
9_10577:                14          2#          0*
9_10728:                 2          2#          1*
9_10954:                 0          1#          0*
9_10956:                 0          1#          0*
9_10980:                 1          1#          0*
9_11021:                 1          0#          0*
9_11077:                 0          1#          0*
9_11105:                 0          1#          0*
9_11221:                 3          1#          0*
9_11278:                22          2#          2*
9_11308:                 1          0#          0*
9_11330:                 3          4#          0*
9_11365:                 1          0#          0*
9_11689:                12          2#          3*
9_11721:                 0          4#          0*
9_11928:                 1          4#          0*
9_11933:                 0          1#          0*
9_12173:                 1          0#          0*
9_12369:                 1          0#          0*
9_12439:                 1          0#          0*
9_12491:                 1          0#          0*
9_12528:                 6          0#          0*
9_13607:                 1          2#          1*
9_13618:                 0          1#          0*
9_13753:                 9          3#          4*
9_13822:                 1          0#          0*
9_14037:               182         18#         10*
9_14098:                 1          0#          0*
9_14112:                10          5#          3*
9_14371:                 1          0#          0*
9_14588:                 0          0#          1*
9_14691:                13          4#          7*
9_14694:                22         24#          6*
9_14975:                 1          2#          0*
9_15075:                 2          2#          7*
9_15081:                 1          6#          0*
9_15766:                13          1#          7*
9_15767:                15         21#          6*
9_15792:                25          2#          8*
9_15873:                 4          0#          0*
9_15926:                19          4#          1*
9_16127:                 0          1#          0*
9_16140:                25          1#          8*
9_16347:                20          4#          2*
9_16621:                 2          2#          1*
9_16822:                21          3#          8*
9_16839:                 1          0#          0*
9_16922:                 1          0#          0*
9_16991:                23          5#          2*
9_17485:                 4          1#          0*
9_17622:               157         33#         14*
9_17716:                 1          1#          0*
9_17732:                 0          2#          0*
9_17796:                 0          1#          0*
9_17806:                 1          2#          0*
9_18008:                 0          3#          0*
9_18009:                 0          3#          0*
9_18031:                 2          4#          8*
9_18043:                 0          3#          0*
9_18053:                11         14#          0*
9_18203:                 0          1#          0*
9_18214:                 0          1#          0*
9_18345:                 0          1#          0*
9_18346:                15         12#         14*
9_18405:                44         20#         17*
9_18437:                 0          2#          0*
9_18438:                 0          1#          0*
9_18523:                 2          2#          1*
9_18636:                 2          0#          0*
9_18689:                 1          4#          0*
9_18718:                 1          3#          0*
9_18789:                 4          0#          0*
9_18806:                 8          0#          0*
9_18869:                 4          6#          2*
9_18871:                 0          2#          0*
9_18887:                 1          0#          0*
9_18920:                 7          0#          2*
9_18971:                 4          3#          1*
9_19036:                 1          0#          0*
9_19118:                 1          0#          0*
9_19181:                 3         20#         12*
9_19203:                 2          0#          0*
9_19506:                 0          1#          1*
9_19593:                 1          0#          0*
9_19594:                 3         14#          1*
9_19637:                 2          0#          0*
9_19638:               105         27#          3*
9_19646:                 7          0#          2*
9_19692:                 2          1#          0*
9_19870:                 1          0#          0*
9_19976:                 0         16#          2*
9_19996:                10          7#          0*
9_20052:                 0          1#          0*
9_20217:                 0          1#          0*
9_20374:                 1          0#          0*
9_20559:                 1          0#          0*
9_20569:                 0          1#          0*
9_20589:                14          6#          6*
9_20735:                 1          0#          0*
9_20757:                 3          0#          0*
9_20790:                 1          0#          0*
9_20867:                 0          1#          0*
9_20871:                 1          0#          0*
9_20882:                 0          1#          0*
9_20884:                 0          1#          0*
9_20959:                 1          0#          0*
9_21083:                 4          0#          0*
9_21508:                29         10#          3*
9_21991:                25          1#          8*
9_22226:                 0          1#          0*
9_22586:                 1          0#          0*
9_22893:                11          5#          0*
9_23073:                 4          4#          0*
9_23630:                 0          3#          0*
9_23635:                 2          1#          0*
9_23676:                 1          1#          0*
9_23862:                 3          4#          0*
9_23931:                 0          2#          0*
9_24073:                 1          0#          0*
9_24180:               181         18#         12*
9_24234:                 4          7#          1*
9_24382:                 0          1#          0*
9_24473:                 2          3#          0*
9_24536:                 0          1#          0*
9_24537:                 1          0#          0*
9_24678:                 9          0#          0*
9_25280:                23          3#          8*
9_25357:                 0          1#          0*
9_26102:                 2          2#          0*
9_26105:                15         13#          0*
9_26739:                 9          2#          0*
9_27017:                 0          1#          0*
9_27699:                 0          1#          0*
9_27930:                 1          0#          0*
9_28678:                 0          1#          0*
9_29012:                 0          2#          0*
9_29249:                 0          1#          0*
9_29383:                 0          1#          0*
9_29689:                 2          4#          0*
9_29701:                 1          3#          0*
9_29860:                 0         18#          2*
9_29861:                12          8#          0*
9_29983:                 4          3#          1*
9_30106:                 4         20#         13*
9_30185:                 5          8#          3*
9_30187:                 9          6#          0*
9_30329:                 1          0#          0*
9_30381:                 3         16#          2*
9_30582:                23          1#          8*
9_30597:                 0          1#          0*
9_30828:                 3          0#          0*
9_30831:                 2          5#          3*
9_30873:               193         19#         17*
9_30950:                 5         20#          3*
9_31246:                 2          5#          1*
9_31494:                 0          1#          0*
9_33104:                 1          1#          0*
9_33111:                 1          0#          0*
9_33192:                 2          0#          1*
9_33301:                14          1#          7*
9_33374:                50          7#         10*
9_34990:                27         29#          0*
9_35189:                 1          0#          0*
9_35248:                51          7#         11*
9_35357:                57         77#          2*
9_35359:                 3          0#          0*
9_35420:                50          6#         10*
9_35458:                 5         10#         13*
9_36428:                15          5#          5*
9_36464:                15          4#          4*
9_37006:                 0          1#          0*
9_37079:                16          4#          6*
9_37080:                 2          9#          3*
9_37504:                 3          3#          0*
9_37685:                 1          0#          0*
9_38133:                 2          1#          0*
9_38596:                 1          0#          1*
9_38597:                 1          2#          0*
9_38598:                 0          1#          0*
9_38601:                 2          0#          0*
9_38604:                 3          2#          0*
9_38605:                 2          4#          0*
9_38607:                 3          2#          0*
9_38608:                 4          4#          0*
9_38610:                 3          3#          0*
9_38611:                 5          4#          0*
9_38613:                 1          1#          0*
9_38614:                 0         19#          0*
9_38618:                 1          0#          0*
9_38623:                 0          1#          0*
9_38691:                 1          0#          0*
9_38692:                 3          3#          0*
9_38694:                 1          1#          0*
9_38697:                 2          1#          0*
9_38699:                 0          1#          0*
9_38743:                 0          1#          0*
9_38744:                 5          9#          0*
9_38746:                 0          2#          0*
9_38749:                21         49#          3*
9_38750:                 4          8#          0*
9_38752:                 5          5#          0*
9_38753:                 5          9#          0*
9_38755:                 0          5#          0*
9_38757:                 5          7#          0*
9_38765:               141         24#          4*
9_38829:                 1          0#          0*
9_38831:                 4          2#          0*
9_38832:                 1          0#          0*
9_38835:                 1          0#          0*
9_38838:                 1          1#          0*
9_38839:                 2          0#          0*
9_38840:                 0          1#          0*
9_38841:               169         24#          9*
9_38842:               166         18#          8*
9_38849:                 1          0#          0*
9_38915:                 7          5#          0*
9_38916:                 0          3#          0*
9_38918:                 1          0#          0*
9_38919:                 1          0#          0*
9_38921:                 0          1#          5*
9_38923:                 7          5#          0*
9_38924:                 0          3#          0*
9_38926:                 5          5#          0*
9_38928:                 0          3#          0*
9_39075:                 0          0#          1*
9_39098:                 1          0#          0*
9_39100:                 1          1#          0*
9_39101:                 1          1#          0*
9_39103:               169         24#          9*
9_39180:                 2          1#          0*
9_39182:                 2          2#          0*
9_39190:                10          0#          0*
9_39332:                 1          0#          0*
9_39333:                 2          0#          0*
9_39339:                 1          0#          0*
9_39341:                 1          0#          0*
9_39864:                 0          1#          0*
9_41530:                 4          8#          0*
9_41532:                 0          2#          0*
9_41534:               211         78#         16*
9_41537:                 4          6#          0*
9_41539:                 1          0#          0*
9_41541:                 0          4#          0*
9_41543:                 1          4#          0*
9_41614:                 3          2#          0*
9_41618:                 1          0#          0*
9_41620:                 4          1#          0*
9_41621:                 0          1#          0*
9_41623:                 2          2#          0*
9_41624:                 0          1#          0*
9_41677:                 0          1#          0*
9_41678:                 1          1#          0*
9_41680:                 1          3#          0*
9_41681:                 1          2#          0*
9_41682:                 1          1#          0*
9_41707:                 1          1#          0*
9_41712:                 1          1#          0*
9_41714:                 1          0#          0*
9_41846:                 1          1#          0*
9_41847:                 1          1#          0*
9_41848:               170         18#          8*
9_41882:                 1          0#          0*
9_41949:                 1          2#          0*
9_41954:                 1          0#          0*
9_41955:                 0          3#          0*
9_41957:                 3          3#          1*
9_41959:                10          0#          0*
9_42004:                 1          0#          0*
9_42005:                 0          1#          0*
9_42006:                 1          1#          0*
9_42048:                78        116#          6*
9_42090:                 0          1#          0*
9_42091:               169         24#          9*
9_42220:                 1          0#          0*
9_43515:                 7          5#          0*
9_43516:                 0          2#          0*
9_43517:                 3          0#          0*
9_43518:                 7          5#          0*
9_43520:                 4          3#          0*
9_43522:                 5          5#          0*
9_43523:                 0          1#          0*
9_43524:                 0          1#          0*
9_43528:                 4          1#          1*
9_43533:                 0          1#          0*
9_43592:                 4          3#          1*
9_43596:                 1          6#          1*
9_43599:                 4          3#          1*
9_43601:                 3          4#          1*
9_43602:                 0          1#          0*
9_43663:                 1          0#          0*
9_43670:                 1          0#          0*
9_43672:                 1          0#          0*
9_43673:                 1          0#          0*
9_43849:                 0          2#          0*
9_43850:                 1          0#          0*
9_43854:                49         57#          3*
9_43856:               168         32#         15*
9_43923:                 5          3#          0*
9_43925:                 5          5#          0*
9_43926:                 0          1#          0*
9_43927:                 2          0#          0*
9_43937:                 0          1#          0*
9_43981:                 2          3#          0*
9_43983:                 2          2#          0*
9_43989:                13          0#          1*
9_43991:                 0          1#          0*
9_44078:                 0          1#          0*
9_44079:                 0          1#          0*
9_44085:                 7          1#          0*
9_44088:                 0          1#          0*
9_44149:                 0          2#          0*
9_44221:                 1          0#          0*
9_44566:                 0          1#          0*
9_45714:                 5          5#          0*
9_45718:                 5          9#          0*
9_45719:                 0          5#          0*
9_45720:                 0          4#          0*
9_45828:                 0          1#          0*
9_45847:                 2          0#          6*
9_45849:                 0          1#          0*
9_45851:                 0          1#          0*
9_45956:                 1          0#          0*
9_45998:                 2          0#          0*
9_46028:                 0          5#          0*
9_46029:                 0          3#          0*
9_46030:                 0          5#          0*
9_46112:                 0          4#          0*
9_47372:                 1          0#          0*
9_47389:                 6          6#          0*
9_47418:                 1          2#          0*
9_47423:                 1          0#          0*
9_47424:                 0          1#          0*
9_47425:                 1          1#          0*
9_47471:                 1          0#          0*
9_47472:                 1          1#          0*
9_47473:                 1          1#          0*
9_47474:               166         18#          8*
9_47506:                 1          0#          0*
9_47511:                 1          0#          0*
9_47607:                 1          0#          0*
9_47741:                 0          1#          0*
9_48522:                 0          1#          0*
9_48523:                 1          0#          0*
9_48524:                 1          1#          0*
9_48525:                 3          3#          1*
9_48531:                 1          0#          0*
9_48589:                10          0#          0*
9_48672:                 2          0#          0*
9_48721:                 6          0#          0*
9_48793:                 7          5#          0*
9_48911:                 0          0#          1*
9_48915:                 9          0#          0*
9_49097:                11         13#          3*
9_51360:                 1          1#          0*
9_51362:                 8          0#          4*
9_51381:                 1          1#          0*
9_51712:                 0          2#          0*
9_52640:                 0          1#          0*
9_53725:                 1          0#          0*
9_54731:                 0          1#          0*
9_61532:                 0          1#          0*
9_61538:                 4          6#          0*
9_61542:                 0          2#          0*
9_61544:                 0          2#          0*
9_61568:                 1          1#          0*
9_61572:                 1          1#          0*
9_61573:                 0          1#          0*
9_61575:                 0          1#          0*
9_61588:                 1          1#          0*
9_61795:                 1          0#          0*
9_61797:                 1          2#          0*
9_61798:                 0          2#          0*
9_61800:                 1          1#          0*
9_61833:                 3          0#          0*
9_61873:                 0          0#          1*
9_61897:                 1          0#          0*
9_61898:                 1          0#          0*
9_61900:               166         40#         15*
9_61969:                 0          1#          0*
9_61993:                 0          1#          0*
9_61994:                 1          0#          0*
9_62318:                 0          3#          0*
9_62319:                 0          4#          0*
9_62320:                 0          2#          0*
9_62475:                 0          3#          0*
9_62548:                 0          4#          0*
9_62951:                 1          0#          0*
9_63128:                 1          0#          0*
9_63159:                17          0#          0*
9_63390:                 1          0#          1*
9_63476:                 9          4#          4*
9_63737:                 0          1#          0*
9_64959:                 1          1#          0*
9_64961:                 5          5#          0*
9_64962:                 7          3#          0*
9_64982:                 3          1#          0*
9_64984:                 3          0#          0*
9_64985:                 7          3#          0*
9_64986:                 2          0#          0*
9_64988:                 1          0#          0*
9_64989:                 7          4#          0*
9_64993:                 2          0#          0*
9_65057:                 2          2#          0*
9_65058:                 0          1#          0*
9_65059:                 0          1#          0*
9_65060:                 0          1#          0*
9_65063:                 4          1#          1*
9_65086:                 7          4#          1*
9_65122:                 1          0#          0*
9_65123:                 1          0#          0*
9_65157:                 5          3#          0*
9_65158:                 0          1#          0*
9_65162:                 4          1#          1*
9_65175:                 0          1#          0*
9_65186:                 1          1#          0*
9_65187:                 3          2#          0*
9_65216:                 0          1#          0*
9_65765:                 1          0#          0*
9_65768:                 1          0#          0*
9_65769:                 1          0#          0*
9_65770:                 1          0#          0*
9_65778:                 0          1#          0*
9_66040:                 1          0#          0*
9_66076:                 1          0#          0*
9_66077:                 1          0#          0*
9_66758:                 2          1#          0*
9_66759:                 3          3#          1*
9_66760:                 4          3#          1*
9_66775:               178         35#         20*
9_66777:                 2          2#          0*
9_66830:                 6         13#         13*
9_66831:               168         33#         20*
9_66832:                 7          9#         12*
9_66871:                 3          3#          1*
9_66873:                 3          4#          1*
9_66895:                 4          3#          1*
9_67572:                76        137#         15*
9_67574:                 2          2#          2*
9_67575:                39         74#         14*
9_67576:                84        138#         14*
9_67598:                 1          0#          0*
9_67621:                 0          1#          1*
9_67741:                 2          1#          0*
9_67742:                 1          0#          0*
9_67798:                 5          3#          0*
9_67811:                 2          0#          0*
9_67812:                 5          2#          0*
9_67813:                 4          2#          0*
9_68281:                 0          1#          0*
9_68282:                 0          1#          0*
9_68295:                 0          1#          0*
9_68296:                 1          1#          0*
9_68308:                 0          1#          0*
9_68309:                 0          1#          0*
9_68582:                 0          2#          0*
9_68604:                 0          1#          0*
9_68858:                 0          1#          0*
9_68859:                 4          2#          0*
9_69238:                 1          1#          0*
9_71951:                 1          2#          0*
9_71993:                 1          3#          0*
9_71994:                 0          4#          0*
9_71995:                 0          5#          0*
9_72022:                 1          0#          0*
9_72081:                 0          3#          0*
9_72292:                 1          0#          0*
9_72402:                 1          0#          0*
9_72404:                 1          2#          0*
9_72405:                 0          1#          0*
9_72406:                 0          2#          0*
9_72408:                 1          1#          0*
9_72433:                 1          0#          0*
9_72499:                 1          2#          0*
9_72500:                 0          4#          0*
9_72501:                 2          2#          0*
9_72519:                 2          0#          0*
9_72520:                 0          2#          0*
9_72541:                 0          1#          0*
9_72737:                 1          4#          0*
9_72766:                 0          2#          0*
9_72854:                 0          1#          0*
9_74277:                 1          0#          0*
9_74281:                 1          0#          0*
9_74282:                 1          0#          0*
9_74284:                 1          0#          0*
9_74297:                 1          0#          0*
9_74315:                 1          0#          0*
9_74316:                 2          2#          1*
9_74320:                 1          0#          0*
9_74323:                 1          0#          0*
9_74387:                 0          1#          0*
9_74389:                 0          1#          0*
9_74419:                 1          1#          0*
9_74420:                 1          0#          0*
9_74455:                 1          0#          0*
9_74607:                 1          0#          0*
9_74761:                 0          2#          0*
9_74766:                 1          0#          1*
9_74847:                 1          0#          0*
9_74849:                 1          0#          0*
9_75135:                 9          0#          0*
9_75139:                13          0#          2*
9_75295:                 1          0#          0*
9_75783:                 1          0#          0*
9_75785:                 1          2#          0*
9_75786:                 1          0#          0*
9_75792:                 0          2#          0*
9_75808:                 1          0#          0*
9_75831:                18          8#          1*
9_76007:                 1          0#          0*
9_76009:                 1          1#          0*
9_76046:                 0          2#          0*
9_76105:                 1          0#          0*
9_76389:                 1          2#          0*
9_76429:                 1          0#          0*
9_76684:                 3          0#          0*
9_79557:                 2          3#          0*
9_80837:                 0          1#          0*
9_81115:                 8          6#          2*
9_83695:                 2          1#          0*
9_83707:                 2          1#          0*
9_83709:                20         11#          4*
9_83727:                 3          1#          0*
9_83737:                 2          1#          0*
9_83830:                 2          0#          0*
9_83937:                31          2#          6*
9_83955:               169         29#         14*
9_84012:                 4          0#          0*
9_84453:                 1          0#          0*
9_84456:                 1          0#          0*
9_84458:                 1          0#          0*
9_84472:                 1          1#          0*
9_84473:                 0          1#          0*
9_84481:                 0          1#          0*
9_84599:                 0          0#          1*
9_84660:                 0          1#          0*
9_84932:                 6          3#          1*
9_84938:                 3          1#          0*
9_84939:                 3          1#          0*
9_84941:                 1          0#          0*
9_84943:                 1          0#          0*
9_84960:                 1          0#          0*
9_84967:                 5          4#          0*
9_84972:                20          5#          3*
9_85054:                 0          2#          0*
9_85055:                 3          2#          0*
9_85057:                 0          1#          0*
9_85646:                 1          0#          0*
9_85743:               177         28#         13*
9_85847:                 1          0#          0*
9_85849:                 1          0#          0*
9_85871:                 0          1#          0*
9_85872:                 1          0#          0*
9_85938:                 0          1#          0*
9_86017:                 0          1#          0*
9_86025:                 0          1#          0*
9_86050:                 1          0#          0*
9_86239:                 1          0#          0*
9_86240:                 1          3#          1*
9_86241:               184         29#         10*
9_86312:                 1          0#          0*
9_86313:                 1          0#          0*
9_86496:                 1          0#          0*
9_87152:               184         18#         11*
9_87153:               181         18#          9*
9_87154:               174         18#         11*
9_87156:                 2          2#          0*
9_87157:               181         18#          9*
9_87167:               176         31#         11*
9_87176:                27          0#          7*
9_87196:               114         26#          3*
9_87224:                 1          0#          0*
9_87550:                 0          1#          0*
9_88157:                 0          1#          0*
9_88158:                 0          1#          0*
9_88164:                 0          1#          0*
9_88166:                 0          0#          1*
9_88168:                 0          1#          0*
9_88606:                 0          1#          0*
9_88607:                 0          1#          0*
9_88622:                 1          0#          0*
9_89526:                 0          1#          0*
9_89697:                 0          1#          0*
9_89902:                 1          2#          0*
9_89905:                20         16#          1*
9_89916:                 1          2#          0*
9_89918:                 1          0#          1*
9_89919:                 1          0#          0*
9_89952:                 2          1#          0*
9_89954:                 0          1#          0*
9_89956:                 1          0#          0*
9_90059:                 1          2#          0*
9_90061:                 0          1#          0*
9_90064:                 1          0#          0*
9_90068:                 0          0#          1*
9_90081:                20         15#          1*
9_90099:                 5          4#          0*
9_90124:                 0          2#          0*
9_90149:                15          5#          6*
9_90161:                 1          0#          1*
9_90162:                 1          0#          0*
9_90163:                 1          2#          0*
9_90180:                 1          0#          1*
9_90191:                 1          0#          0*
9_90193:                 0          1#          0*
9_90205:                 0          1#          0*
9_90243:                 2          0#          0*
9_90244:                 3          0#          0*
9_90246:                 1          0#          0*
9_90247:                 4          0#          0*
9_90249:                 5          0#          0*
9_90250:                 1          0#          0*
9_90253:                 1          0#          0*
9_90269:                 0          1#          0*
9_90270:                 0          1#          0*
9_90271:                 1          0#          0*
9_90272:                 0          1#          0*
9_90278:                 0          2#          0*
9_90567:               134         31#          3*
9_90852:                 2          1#          0*
9_90853:                 1          1#          0*
9_90854:                 0          1#          0*
9_90858:                 0          1#          0*
9_90859:                 1          1#          0*
9_90860:                 0          1#          0*
9_90880:                 1          0#          0*
9_90907:                 2          0#          0*
9_90932:                 0          2#          1*
9_90933:                 0          2#          1*
9_90934:               137         22#          6*
9_90935:                 1          2#          1*
9_91400:                 1          0#          0*
9_91961:                 1          0#          0*
9_91962:                 1          0#          0*
9_91964:                 1          0#          0*
9_91975:                 1          4#          0*
9_91976:                 1          1#          0*
9_91977:                 1         16#          1*
9_91978:                 1          1#          0*
9_91979:                 1          0#          0*
9_91981:                 1          0#          0*
9_91982:                 1          2#          0*
9_92002:                 0          0#          1*
9_92009:                 1          0#          0*
9_92010:                 2          0#          0*
9_92011:               183         18#          9*
9_92025:                 0          0#          1*
9_92037:                 1          0#          0*
9_92038:                 1          0#          0*
9_92093:                 1          0#          0*
9_92112:                 1          2#          0*
9_92113:                 1          2#          0*
9_92114:                 2          1#          0*
9_92115:                 1          3#          0*
9_92116:                 0          1#          0*
9_92119:                 1          2#          0*
9_92120:                 0          1#          0*
9_92121:                 1          1#          0*
9_92126:               153         18#          8*
9_92154:                 1          0#          0*
9_92155:                 0          1#          0*
9_92157:                 1          0#          0*
9_92178:                 2          1#          0*
9_92179:                 2          0#          0*
9_92195:                 1          0#          0*
9_92196:                 1          2#          0*
9_92197:                 0         16#          1*
9_92212:                 1          0#          0*
9_92235:                 1          0#          0*
9_92252:                 0          1#          0*
9_92350:                 1          0#          0*
9_92353:                 1          0#          1*
9_92410:                 2          0#          0*
9_92413:               182         18#          9*
9_92476:                 2          0#          0*
9_92477:                 6          0#          1*
9_92478:                 2          1#          0*
9_92537:                 1          1#          0*
9_92538:                 0          0#          1*
9_92545:                 1          0#          0*
9_92547:                 0          0#          1*
9_92550:                 0          2#          0*
9_92568:                 1          0#          0*
9_92569:                25          1#          8*
9_92583:                28          2#          8*
